round,col_play,row_play,row_game,col_game,treatment,type
11,"(0.0, 0.5333333333333333, 0.4666666666666667)","(0.9333333333333333, 0.0, 0.06666666666666667)","[[[5.0, 7.0], [6.0, 5.0], [6.0, 6.0]], [[7.0, 8.0], [6.0, 5.0], [5.0, 4.0]], [[9.0, 7.0], [3.0, 2.0], [3.0, 0.0]]]","[[[7.0, 5.0], [8.0, 7.0], [7.0, 9.0]], [[5.0, 6.0], [5.0, 6.0], [2.0, 3.0]], [[6.0, 6.0], [4.0, 5.0], [0.0, 3.0]]]",positive,treatment
12,"(0.5333333333333333, 0.4666666666666667, 0.0)","(0.8, 0.0, 0.2)","[[[8.0, 9.0], [1.0, 2.0], [7.0, 7.0]], [[7.0, 7.0], [7.0, 4.0], [7.0, 9.0]], [[2.0, 4.0], [0.0, 0.0], [6.0, 4.0]]]","[[[9.0, 8.0], [7.0, 7.0], [4.0, 2.0]], [[2.0, 1.0], [4.0, 7.0], [0.0, 0.0]], [[7.0, 7.0], [9.0, 7.0], [4.0, 6.0]]]",positive,treatment
13,"(0.8, 0.06666666666666667, 0.13333333333333333)","(0.0, 1.0, 0.0)","[[[0.0, 1.0], [8.0, 8.0], [3.0, 1.0]], [[1.0, 0.0], [1.0, 3.0], [7.0, 7.0]], [[6.0, 2.0], [3.0, 2.0], [1.0, 0.0]]]","[[[1.0, 0.0], [0.0, 1.0], [2.0, 6.0]], [[8.0, 8.0], [3.0, 1.0], [2.0, 3.0]], [[1.0, 3.0], [7.0, 7.0], [0.0, 1.0]]]",positive,treatment
14,"(0.0, 0.9333333333333333, 0.06666666666666667)","(0.0, 1.0, 0.0)","[[[3.0, 4.0], [5.0, 5.0], [3.0, 5.0]], [[2.0, 1.0], [8.0, 9.0], [4.0, 3.0]], [[2.0, 2.0], [4.0, 3.0], [4.0, 8.0]]]","[[[4.0, 3.0], [1.0, 2.0], [2.0, 2.0]], [[5.0, 5.0], [9.0, 8.0], [3.0, 4.0]], [[5.0, 3.0], [3.0, 4.0], [8.0, 4.0]]]",positive,treatment
15,"(0.7333333333333333, 0.0, 0.26666666666666666)","(0.2, 0.6, 0.2)","[[[7.0, 6.0], [5.0, 6.0], [5.0, 7.0]], [[3.0, 2.0], [6.0, 5.0], [4.0, 3.0]], [[3.0, 4.0], [7.0, 4.0], [5.0, 2.0]]]","[[[6.0, 7.0], [2.0, 3.0], [4.0, 3.0]], [[6.0, 5.0], [5.0, 6.0], [4.0, 7.0]], [[7.0, 5.0], [3.0, 4.0], [2.0, 5.0]]]",positive,treatment
16,"(0.9333333333333333, 0.0, 0.06666666666666667)","(0.0, 0.13333333333333333, 0.8666666666666667)","[[[2.0, 1.0], [6.0, 6.0], [8.0, 9.0]], [[1.0, 1.0], [6.0, 6.0], [0.0, 2.0]], [[6.0, 5.0], [1.0, 0.0], [7.0, 7.0]]]","[[[1.0, 2.0], [1.0, 1.0], [5.0, 6.0]], [[6.0, 6.0], [6.0, 6.0], [0.0, 1.0]], [[9.0, 8.0], [2.0, 0.0], [7.0, 7.0]]]",positive,treatment
17,"(0.0, 1.0, 0.0)","(0.0, 0.0, 1.0)","[[[2.0, 5.0], [3.0, 3.0], [6.0, 8.0]], [[4.0, 3.0], [7.0, 3.0], [9.0, 9.0]], [[3.0, 5.0], [3.0, 6.0], [2.0, 5.0]]]","[[[5.0, 2.0], [3.0, 4.0], [5.0, 3.0]], [[3.0, 3.0], [3.0, 7.0], [6.0, 3.0]], [[8.0, 6.0], [9.0, 9.0], [5.0, 2.0]]]",positive,treatment
18,"(0.0, 1.0, 0.0)","(0.0, 1.0, 0.0)","[[[1.0, 4.0], [4.0, 3.0], [4.0, 2.0]], [[1.0, 2.0], [8.0, 6.0], [3.0, 3.0]], [[2.0, 2.0], [4.0, 2.0], [2.0, 3.0]]]","[[[4.0, 1.0], [2.0, 1.0], [2.0, 2.0]], [[3.0, 4.0], [6.0, 8.0], [2.0, 4.0]], [[2.0, 4.0], [3.0, 3.0], [3.0, 2.0]]]",positive,treatment
19,"(0.06666666666666667, 0.9333333333333333, 0.0)","(0.7333333333333333, 0.26666666666666666, 0.0)","[[[7.0, 7.0], [5.0, 8.0], [0.0, 0.0]], [[9.0, 7.0], [2.0, 4.0], [4.0, 6.0]], [[2.0, 6.0], [4.0, 7.0], [4.0, 4.0]]]","[[[7.0, 7.0], [7.0, 9.0], [6.0, 2.0]], [[8.0, 5.0], [4.0, 2.0], [7.0, 4.0]], [[0.0, 0.0], [6.0, 4.0], [4.0, 4.0]]]",positive,treatment
20,"(0.8, 0.06666666666666667, 0.13333333333333333)","(0.0, 0.26666666666666666, 0.7333333333333333)","[[[4.0, 4.0], [8.0, 4.0], [5.0, 6.0]], [[4.0, 2.0], [3.0, 3.0], [4.0, 2.0]], [[0.0, 3.0], [0.0, 5.0], [6.0, 8.0]]]","[[[4.0, 4.0], [2.0, 4.0], [3.0, 0.0]], [[4.0, 8.0], [3.0, 3.0], [5.0, 0.0]], [[6.0, 5.0], [2.0, 4.0], [8.0, 6.0]]]",positive,treatment
21,"(0.7333333333333333, 0.26666666666666666, 0.0)","(1.0, 0.0, 0.0)","[[[8.0, 7.0], [1.0, 6.0], [3.0, 2.0]], [[4.0, 8.0], [6.0, 6.0], [0.0, 2.0]], [[4.0, 6.0], [0.0, 1.0], [2.0, 4.0]]]","[[[7.0, 8.0], [8.0, 4.0], [6.0, 4.0]], [[6.0, 1.0], [6.0, 6.0], [1.0, 0.0]], [[2.0, 3.0], [2.0, 0.0], [4.0, 2.0]]]",positive,treatment
22,"(0.0625, 0.25, 0.6875)","(0.0, 0.21428571428571427, 0.7857142857142857)","[[[3.0, 6.0], [3.0, 4.0], [3.0, 2.0]], [[3.0, 0.0], [6.0, 6.0], [7.0, 9.0]], [[7.0, 5.0], [8.0, 6.0], [1.0, 2.0]]]","[[[6.0, 3.0], [0.0, 3.0], [5.0, 7.0]], [[4.0, 3.0], [6.0, 6.0], [6.0, 8.0]], [[2.0, 3.0], [9.0, 7.0], [2.0, 1.0]]]",positive,treatment
23,"(0.9333333333333333, 0.0, 0.06666666666666667)","(0.26666666666666666, 0.6666666666666666, 0.06666666666666667)","[[[6.0, 6.0], [9.0, 6.0], [2.0, 1.0]], [[5.0, 3.0], [5.0, 5.0], [2.0, 2.0]], [[1.0, 4.0], [6.0, 3.0], [4.0, 7.0]]]","[[[6.0, 6.0], [3.0, 5.0], [4.0, 1.0]], [[6.0, 9.0], [5.0, 5.0], [3.0, 6.0]], [[1.0, 2.0], [2.0, 2.0], [7.0, 4.0]]]",positive,treatment
24,"(1.0, 0.0, 0.0)","(0.4666666666666667, 0.5333333333333333, 0.0)","[[[9.0, 6.0], [9.0, 9.0], [2.0, 3.0]], [[5.0, 8.0], [3.0, 0.0], [4.0, 5.0]], [[7.0, 6.0], [3.0, 4.0], [6.0, 6.0]]]","[[[6.0, 9.0], [8.0, 5.0], [6.0, 7.0]], [[9.0, 9.0], [0.0, 3.0], [4.0, 3.0]], [[3.0, 2.0], [5.0, 4.0], [6.0, 6.0]]]",positive,treatment
25,"(0.6, 0.26666666666666666, 0.13333333333333333)","(0.2, 0.8, 0.0)","[[[2.0, 0.0], [8.0, 9.0], [4.0, 4.0]], [[9.0, 7.0], [2.0, 4.0], [2.0, 2.0]], [[6.0, 5.0], [6.0, 4.0], [7.0, 8.0]]]","[[[0.0, 2.0], [7.0, 9.0], [5.0, 6.0]], [[9.0, 8.0], [4.0, 2.0], [4.0, 6.0]], [[4.0, 4.0], [2.0, 2.0], [8.0, 7.0]]]",positive,treatment
26,"(0.8, 0.0, 0.2)","(0.0, 0.06666666666666667, 0.9333333333333333)","[[[9.0, 3.0], [6.0, 7.0], [8.0, 8.0]], [[5.0, 6.0], [2.0, 0.0], [7.0, 4.0]], [[9.0, 5.0], [7.0, 6.0], [6.0, 5.0]]]","[[[3.0, 9.0], [6.0, 5.0], [5.0, 9.0]], [[7.0, 6.0], [0.0, 2.0], [6.0, 7.0]], [[8.0, 8.0], [4.0, 7.0], [5.0, 6.0]]]",positive,treatment
27,"(0.7333333333333333, 0.06666666666666667, 0.2)","(0.0, 0.13333333333333333, 0.8666666666666667)","[[[3.0, 3.0], [9.0, 5.0], [7.0, 6.0]], [[2.0, 3.0], [6.0, 7.0], [6.0, 8.0]], [[3.0, 0.0], [8.0, 7.0], [3.0, 6.0]]]","[[[3.0, 3.0], [3.0, 2.0], [0.0, 3.0]], [[5.0, 9.0], [7.0, 6.0], [7.0, 8.0]], [[6.0, 7.0], [8.0, 6.0], [6.0, 3.0]]]",positive,treatment
28,"(0.0, 1.0, 0.0)","(1.0, 0.0, 0.0)","[[[5.0, 4.0], [7.0, 6.0], [5.0, 7.0]], [[8.0, 8.0], [2.0, 3.0], [1.0, 5.0]], [[3.0, 5.0], [0.0, 2.0], [1.0, 3.0]]]","[[[4.0, 5.0], [8.0, 8.0], [5.0, 3.0]], [[6.0, 7.0], [3.0, 2.0], [2.0, 0.0]], [[7.0, 5.0], [5.0, 1.0], [3.0, 1.0]]]",positive,treatment
29,"(1.0, 0.0, 0.0)","(0.6, 0.3333333333333333, 0.06666666666666667)","[[[6.0, 9.0], [7.0, 8.0], [1.0, 2.0]], [[0.0, 0.0], [2.0, 1.0], [5.0, 5.0]], [[6.0, 6.0], [1.0, 5.0], [3.0, 7.0]]]","[[[9.0, 6.0], [0.0, 0.0], [6.0, 6.0]], [[8.0, 7.0], [1.0, 2.0], [5.0, 1.0]], [[2.0, 1.0], [5.0, 5.0], [7.0, 3.0]]]",positive,treatment
30,"(0.26666666666666666, 0.7333333333333333, 0.0)","(1.0, 0.0, 0.0)","[[[7.0, 8.0], [5.0, 6.0], [6.0, 2.0]], [[9.0, 6.0], [0.0, 4.0], [4.0, 6.0]], [[4.0, 4.0], [6.0, 6.0], [0.0, 0.0]]]","[[[8.0, 7.0], [6.0, 9.0], [4.0, 4.0]], [[6.0, 5.0], [4.0, 0.0], [6.0, 6.0]], [[2.0, 6.0], [6.0, 4.0], [0.0, 0.0]]]",positive,treatment
31,"(1.0, 0.0, 0.0)","(0.8666666666666667, 0.13333333333333333, 0.0)","[[[8, 8], [2, 5], [0, 4]], [[5, 2], [5, 5], [2, 4]], [[4, 0], [4, 2], [4, 4]]]","[[[8, 8], [2, 5], [0, 4]], [[5, 2], [5, 5], [2, 4]], [[4, 0], [4, 2], [4, 4]]]",positive,comparison
32,"(0.0, 1.0, 0.0)","(0.7333333333333333, 0.26666666666666666, 0.0)","[[[1.0, 1.0], [5.0, 5.0], [2.0, 1.0]], [[8.0, 7.0], [2.0, 3.0], [3.0, 3.0]], [[1.0, 2.0], [6.0, 5.0], [2.0, 1.0]]]","[[[1.0, 1.0], [7.0, 8.0], [2.0, 1.0]], [[5.0, 5.0], [3.0, 2.0], [5.0, 6.0]], [[1.0, 2.0], [3.0, 3.0], [1.0, 2.0]]]",positive,treatment
33,"(0.9333333333333333, 0.06666666666666667, 0.0)","(0.06666666666666667, 0.5333333333333333, 0.4)","[[[6.0, 7.0], [8.0, 7.0], [4.0, 7.0]], [[2.0, 1.0], [4.0, 0.0], [8.0, 6.0]], [[3.0, 2.0], [6.0, 3.0], [0.0, 1.0]]]","[[[7.0, 6.0], [1.0, 2.0], [2.0, 3.0]], [[7.0, 8.0], [0.0, 4.0], [3.0, 6.0]], [[7.0, 4.0], [6.0, 8.0], [1.0, 0.0]]]",positive,treatment
34,"(0.7333333333333333, 0.26666666666666666, 0.0)","(0.4666666666666667, 0.5333333333333333, 0.0)","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]",positive,comparison
35,"(0.26666666666666666, 0.7333333333333333, 0.0)","(0.3333333333333333, 0.13333333333333333, 0.5333333333333333)","[[[7.0, 9.0], [5.0, 8.0], [8.0, 7.0]], [[6.0, 6.0], [6.0, 7.0], [9.0, 9.0]], [[3.0, 2.0], [4.0, 1.0], [7.0, 3.0]]]","[[[9.0, 7.0], [6.0, 6.0], [2.0, 3.0]], [[8.0, 5.0], [7.0, 6.0], [1.0, 4.0]], [[7.0, 8.0], [9.0, 9.0], [3.0, 7.0]]]",positive,treatment
36,"(0.6, 0.4, 0.0)","(0.4666666666666667, 0.0, 0.5333333333333333)","[[[4.0, 6.0], [1.0, 0.0], [8.0, 7.0]], [[6.0, 9.0], [2.0, 3.0], [7.0, 7.0]], [[1.0, 2.0], [3.0, 2.0], [1.0, 1.0]]]","[[[6.0, 4.0], [9.0, 6.0], [2.0, 1.0]], [[0.0, 1.0], [3.0, 2.0], [2.0, 3.0]], [[7.0, 8.0], [7.0, 7.0], [1.0, 1.0]]]",positive,treatment
37,"(0.0, 1.0, 0.0)","(1.0, 0.0, 0.0)","[[[6.0, 5.0], [6.0, 4.0], [4.0, 2.0]], [[8.0, 8.0], [2.0, 3.0], [0.0, 4.0]], [[1.0, 1.0], [0.0, 1.0], [4.0, 0.0]]]","[[[5.0, 6.0], [8.0, 8.0], [1.0, 1.0]], [[4.0, 6.0], [3.0, 2.0], [1.0, 0.0]], [[2.0, 4.0], [4.0, 0.0], [0.0, 4.0]]]",positive,treatment
38,"(0.06666666666666667, 0.2, 0.7333333333333333)","(0.0, 0.06666666666666667, 0.9333333333333333)","[[[4, 4], [3, 7], [5, 0]], [[7, 3], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]","[[[4, 4], [3, 7], [5, 0]], [[7, 3], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]",positive,comparison
39,"(0.0, 1.0, 0.0)","(0.21428571428571427, 0.0, 0.7857142857142857)","[[[4.0, 2.0], [3.0, 2.0], [6.0, 5.0]], [[9.0, 7.0], [7.0, 7.0], [9.0, 7.0]], [[5.0, 6.0], [4.0, 6.0], [6.0, 6.0]]]","[[[2.0, 4.0], [7.0, 9.0], [6.0, 5.0]], [[2.0, 3.0], [7.0, 7.0], [6.0, 4.0]], [[5.0, 6.0], [7.0, 9.0], [6.0, 6.0]]]",positive,treatment
40,"(0.0, 0.8, 0.2)","(0.0, 0.26666666666666666, 0.7333333333333333)","[[[6.0, 5.0], [1.0, 0.0], [6.0, 6.0]], [[3.0, 2.0], [7.0, 7.0], [9.0, 6.0]], [[6.0, 5.0], [2.0, 0.0], [8.0, 4.0]]]","[[[5.0, 6.0], [2.0, 3.0], [5.0, 6.0]], [[0.0, 1.0], [7.0, 7.0], [0.0, 2.0]], [[6.0, 6.0], [6.0, 9.0], [4.0, 8.0]]]",positive,treatment
41,"(0.26666666666666666, 0.4, 0.3333333333333333)","(0.4, 0.6, 0.0)","[[[4, 4], [4, 5], [8, 3]], [[5, 4], [8, 8], [0, 9]], [[3, 8], [9, 0], [1, 1]]]","[[[4, 4], [4, 5], [8, 3]], [[5, 4], [8, 8], [0, 9]], [[3, 8], [9, 0], [1, 1]]]",positive,comparison
42,"(0.06666666666666667, 0.0, 0.9333333333333333)","(0.13333333333333333, 0.13333333333333333, 0.7333333333333333)","[[[3.0, 3.0], [4.0, 1.0], [4.0, 6.0]], [[6.0, 7.0], [2.0, 6.0], [2.0, 3.0]], [[1.0, 3.0], [6.0, 7.0], [7.0, 7.0]]]","[[[3.0, 3.0], [7.0, 6.0], [3.0, 1.0]], [[1.0, 4.0], [6.0, 2.0], [7.0, 6.0]], [[6.0, 4.0], [3.0, 2.0], [7.0, 7.0]]]",positive,treatment
43,"(0.13333333333333333, 0.8, 0.06666666666666667)","(0.0, 0.8666666666666667, 0.13333333333333333)","[[[0.0, 3.0], [8.0, 9.0], [3.0, 0.0]], [[3.0, 4.0], [8.0, 9.0], [8.0, 8.0]], [[3.0, 0.0], [7.0, 8.0], [5.0, 5.0]]]","[[[3.0, 0.0], [4.0, 3.0], [0.0, 3.0]], [[9.0, 8.0], [9.0, 8.0], [8.0, 7.0]], [[0.0, 3.0], [8.0, 8.0], [5.0, 5.0]]]",positive,treatment
44,"(0.0625, 0.25, 0.6875)","(0.07142857142857142, 0.0, 0.9285714285714286)","[[[4, 4], [4, 1], [4, 0]], [[1, 4], [6, 6], [6, 4]], [[0, 4], [4, 6], [9, 9]]]","[[[4, 4], [4, 1], [4, 0]], [[1, 4], [6, 6], [6, 4]], [[0, 4], [4, 6], [9, 9]]]",positive,comparison
45,"(0.0, 1.0, 0.0)","(0.0, 0.2, 0.8)","[[[2.0, 0.0], [7.0, 7.0], [8.0, 6.0]], [[4.0, 7.0], [9.0, 7.0], [9.0, 8.0]], [[7.0, 5.0], [2.0, 5.0], [1.0, 3.0]]]","[[[0.0, 2.0], [7.0, 4.0], [5.0, 7.0]], [[7.0, 7.0], [7.0, 9.0], [5.0, 2.0]], [[6.0, 8.0], [8.0, 9.0], [3.0, 1.0]]]",positive,treatment
46,"(1.0, 0.0, 0.0)","(0.0, 0.0, 1.0)","[[[9.0, 7.0], [6.0, 2.0], [8.0, 8.0]], [[8.0, 7.0], [3.0, 6.0], [6.0, 7.0]], [[1.0, 1.0], [2.0, 3.0], [6.0, 9.0]]]","[[[7.0, 9.0], [7.0, 8.0], [1.0, 1.0]], [[2.0, 6.0], [6.0, 3.0], [3.0, 2.0]], [[8.0, 8.0], [7.0, 6.0], [9.0, 6.0]]]",positive,treatment
47,"(1.0, 0.0, 0.0)","(0.6666666666666666, 0.3333333333333333, 0.0)","[[[8.0, 9.0], [9.0, 8.0], [5.0, 7.0]], [[5.0, 5.0], [6.0, 6.0], [4.0, 3.0]], [[8.0, 5.0], [5.0, 6.0], [0.0, 0.0]]]","[[[9.0, 8.0], [5.0, 5.0], [5.0, 8.0]], [[8.0, 9.0], [6.0, 6.0], [6.0, 5.0]], [[7.0, 5.0], [3.0, 4.0], [0.0, 0.0]]]",positive,treatment
48,"(0.5333333333333333, 0.4666666666666667, 0.0)","(0.6, 0.4, 0.0)","[[[6.0, 9.0], [3.0, 5.0], [3.0, 5.0]], [[0.0, 0.0], [7.0, 6.0], [6.0, 5.0]], [[3.0, 2.0], [0.0, 3.0], [2.0, 2.0]]]","[[[9.0, 6.0], [0.0, 0.0], [2.0, 3.0]], [[5.0, 3.0], [6.0, 7.0], [3.0, 0.0]], [[5.0, 3.0], [5.0, 6.0], [2.0, 2.0]]]",positive,treatment
49,"(0.0, 1.0, 0.0)","(0.0, 1.0, 0.0)","[[[1.0, 2.0], [5.0, 5.0], [8.0, 8.0]], [[6.0, 9.0], [9.0, 9.0], [5.0, 1.0]], [[3.0, 4.0], [2.0, 4.0], [5.0, 7.0]]]","[[[2.0, 1.0], [9.0, 6.0], [4.0, 3.0]], [[5.0, 5.0], [9.0, 9.0], [4.0, 2.0]], [[8.0, 8.0], [1.0, 5.0], [7.0, 5.0]]]",positive,treatment
50,"(0.4666666666666667, 0.3333333333333333, 0.2)","(0.5333333333333333, 0.2, 0.26666666666666666)","[[[5, 5], [1, 3], [9, 0]], [[3, 1], [3, 3], [9, 0]], [[0, 9], [0, 9], [7, 7]]]","[[[5, 5], [1, 3], [9, 0]], [[3, 1], [3, 3], [9, 0]], [[0, 9], [0, 9], [7, 7]]]",positive,comparison
