round,col_play,row_play,row_game,col_game,treatment,type
28,"(0.0625, 0.9375, 0.0)","(0.875, 0.125, 0.0)","[[[7.0, 3.0], [7.0, 6.0], [3.0, 7.0]], [[8.0, 3.0], [2.0, 8.0], [8.0, 1.0]], [[0.0, 9.0], [3.0, 6.0], [2.0, 6.0]]]","[[[3.0, 7.0], [3.0, 8.0], [9.0, 0.0]], [[6.0, 7.0], [8.0, 2.0], [6.0, 3.0]], [[7.0, 3.0], [1.0, 8.0], [6.0, 2.0]]]",negative,treatment
29,"(0.0625, 0.875, 0.0625)","(0.5625, 0.4375, 0.0)","[[[9.0, 0.0], [8.0, 5.0], [7.0, 3.0]], [[8.0, 3.0], [7.0, 5.0], [8.0, 1.0]], [[0.0, 9.0], [7.0, 4.0], [8.0, 1.0]]]","[[[0.0, 9.0], [3.0, 8.0], [9.0, 0.0]], [[5.0, 8.0], [5.0, 7.0], [4.0, 7.0]], [[3.0, 7.0], [1.0, 8.0], [1.0, 8.0]]]",negative,treatment
30,"(0.25, 0.0, 0.75)","(0.9375, 0.0, 0.0625)","[[[6.0, 5.0], [9.0, 0.0], [8.0, 5.0]], [[4.0, 6.0], [6.0, 4.0], [4.0, 6.0]], [[8.0, 3.0], [4.0, 8.0], [3.0, 3.0]]]","[[[5.0, 6.0], [6.0, 4.0], [3.0, 8.0]], [[0.0, 9.0], [4.0, 6.0], [8.0, 4.0]], [[5.0, 8.0], [6.0, 4.0], [3.0, 3.0]]]",negative,treatment
31,"(0.125, 0.3125, 0.5625)","(0.375, 0.25, 0.375)","[[[8, 8], [2, 6], [0, 5]], [[6, 2], [6, 6], [2, 5]], [[5, 0], [5, 2], [5, 5]]]","[[[8, 8], [2, 6], [0, 5]], [[6, 2], [6, 6], [2, 5]], [[5, 0], [5, 2], [5, 5]]]",negative,comparison
32,"(0.125, 0.25, 0.625)","(0.375, 0.3125, 0.3125)","[[[5.0, 3.0], [4.0, 2.0], [1.0, 7.0]], [[9.0, 3.0], [8.0, 2.0], [0.0, 9.0]], [[0.0, 9.0], [6.0, 6.0], [3.0, 7.0]]]","[[[3.0, 5.0], [3.0, 9.0], [9.0, 0.0]], [[2.0, 4.0], [2.0, 8.0], [6.0, 6.0]], [[7.0, 1.0], [9.0, 0.0], [7.0, 3.0]]]",negative,treatment
33,"(0.3125, 0.125, 0.5625)","(0.4375, 0.0, 0.5625)","[[[5.0, 7.0], [7.0, 1.0], [8.0, 6.0]], [[9.0, 2.0], [1.0, 9.0], [0.0, 9.0]], [[8.0, 4.0], [4.0, 7.0], [8.0, 2.0]]]","[[[7.0, 5.0], [2.0, 9.0], [4.0, 8.0]], [[1.0, 7.0], [9.0, 1.0], [7.0, 4.0]], [[6.0, 8.0], [9.0, 0.0], [2.0, 8.0]]]",negative,treatment
34,"(0.23529411764705882, 0.17647058823529413, 0.5882352941176471)","(0.3333333333333333, 0.4, 0.26666666666666666)","[[[5.0, 8.0], [9.0, 0.0], [5.0, 5.0]], [[9.0, 2.0], [7.0, 2.0], [4.0, 5.0]], [[7.0, 2.0], [9.0, 6.0], [4.0, 3.0]]]","[[[8.0, 5.0], [2.0, 9.0], [2.0, 7.0]], [[0.0, 9.0], [2.0, 7.0], [6.0, 9.0]], [[5.0, 5.0], [5.0, 4.0], [3.0, 4.0]]]",negative,treatment
35,"(0.5625, 0.375, 0.0625)","(0.1875, 0.0625, 0.75)","[[[5.0, 9.0], [4.0, 7.0], [3.0, 4.0]], [[1.0, 9.0], [4.0, 8.0], [8.0, 2.0]], [[5.0, 5.0], [6.0, 5.0], [5.0, 5.0]]]","[[[9.0, 5.0], [9.0, 1.0], [5.0, 5.0]], [[7.0, 4.0], [8.0, 4.0], [5.0, 6.0]], [[4.0, 3.0], [2.0, 8.0], [5.0, 5.0]]]",negative,treatment
36,"(0.4117647058823529, 0.35294117647058826, 0.23529411764705882)","(0.0, 1.0, 0.0)","[[[4.0, 5.0], [3.0, 9.0], [7.0, 5.0]], [[8.0, 5.0], [5.0, 4.0], [8.0, 5.0]], [[3.0, 8.0], [5.0, 5.0], [1.0, 4.0]]]","[[[5.0, 4.0], [5.0, 8.0], [8.0, 3.0]], [[9.0, 3.0], [4.0, 5.0], [5.0, 5.0]], [[5.0, 7.0], [5.0, 8.0], [4.0, 1.0]]]",negative,treatment
37,"(0.0, 0.5, 0.5)","(0.0, 1.0, 0.0)","[[[5.0, 6.0], [4.0, 7.0], [3.0, 7.0]], [[5.0, 5.0], [6.0, 6.0], [7.0, 6.0]], [[7.0, 4.0], [1.0, 6.0], [5.0, 6.0]]]","[[[6.0, 5.0], [5.0, 5.0], [4.0, 7.0]], [[7.0, 4.0], [6.0, 6.0], [6.0, 1.0]], [[7.0, 3.0], [6.0, 7.0], [6.0, 5.0]]]",negative,treatment
38,"(0.25, 0.6875, 0.0625)","(0.375, 0.625, 0.0)","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]",negative,comparison
39,"(0.375, 0.0, 0.625)","(0.0625, 0.1875, 0.75)","[[[2.0, 8.0], [9.0, 3.0], [6.0, 5.0]], [[2.0, 7.0], [8.0, 1.0], [8.0, 4.0]], [[8.0, 1.0], [5.0, 8.0], [6.0, 4.0]]]","[[[8.0, 2.0], [7.0, 2.0], [1.0, 8.0]], [[3.0, 9.0], [1.0, 8.0], [8.0, 5.0]], [[5.0, 6.0], [4.0, 8.0], [4.0, 6.0]]]",negative,treatment
40,"(0.4375, 0.5625, 0.0)","(0.3125, 0.5625, 0.125)","[[[3.0, 8.0], [6.0, 3.0], [4.0, 4.0]], [[2.0, 9.0], [6.0, 9.0], [9.0, 2.0]], [[3.0, 4.0], [6.0, 8.0], [3.0, 8.0]]]","[[[8.0, 3.0], [9.0, 2.0], [4.0, 3.0]], [[3.0, 6.0], [9.0, 6.0], [8.0, 6.0]], [[4.0, 4.0], [2.0, 9.0], [8.0, 3.0]]]",negative,treatment
41,"(0.8235294117647058, 0.0, 0.17647058823529413)","(0.26666666666666666, 0.0, 0.7333333333333333)","[[[5.0, 5.0], [8.0, 0.0], [7.0, 2.0]], [[0.0, 7.0], [4.0, 8.0], [5.0, 3.0]], [[7.0, 5.0], [8.0, 3.0], [7.0, 5.0]]]","[[[5.0, 5.0], [7.0, 0.0], [5.0, 7.0]], [[0.0, 8.0], [8.0, 4.0], [3.0, 8.0]], [[2.0, 7.0], [3.0, 5.0], [5.0, 7.0]]]",negative,treatment
42,"(0.1875, 0.375, 0.4375)","(0.4375, 0.25, 0.3125)","[[[4, 4], [4, 6], [5, 0]], [[6, 4], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]","[[[4, 4], [4, 6], [5, 0]], [[6, 4], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]",negative,comparison
43,"(0.375, 0.375, 0.25)","(0.1875, 0.3125, 0.5)","[[[3.0, 6.0], [1.0, 6.0], [1.0, 5.0]], [[4.0, 6.0], [1.0, 8.0], [4.0, 7.0]], [[1.0, 9.0], [3.0, 7.0], [6.0, 5.0]]]","[[[6.0, 3.0], [6.0, 4.0], [9.0, 1.0]], [[6.0, 1.0], [8.0, 1.0], [7.0, 3.0]], [[5.0, 1.0], [7.0, 4.0], [5.0, 6.0]]]",negative,treatment
44,"(0.125, 0.3125, 0.5625)","(0.3125, 0.0, 0.6875)","[[[3.0, 7.0], [8.0, 2.0], [6.0, 8.0]], [[4.0, 6.0], [0.0, 8.0], [5.0, 7.0]], [[8.0, 1.0], [7.0, 6.0], [5.0, 3.0]]]","[[[7.0, 3.0], [6.0, 4.0], [1.0, 8.0]], [[2.0, 8.0], [8.0, 0.0], [6.0, 7.0]], [[8.0, 6.0], [7.0, 5.0], [3.0, 5.0]]]",negative,treatment
45,"(0.875, 0.125, 0.0)","(0.0, 0.9375, 0.0625)","[[[5.0, 4.0], [5.0, 5.0], [2.0, 6.0]], [[7.0, 5.0], [9.0, 4.0], [6.0, 0.0]], [[4.0, 9.0], [7.0, 2.0], [9.0, 1.0]]]","[[[4.0, 5.0], [5.0, 7.0], [9.0, 4.0]], [[5.0, 5.0], [4.0, 9.0], [2.0, 7.0]], [[6.0, 2.0], [0.0, 6.0], [1.0, 9.0]]]",negative,treatment
46,"(0.0, 0.375, 0.625)","(0.0625, 0.9375, 0.0)","[[[8.0, 4.0], [7.0, 3.0], [1.0, 8.0]], [[8.0, 1.0], [8.0, 4.0], [8.0, 4.0]], [[6.0, 2.0], [4.0, 8.0], [4.0, 6.0]]]","[[[4.0, 8.0], [1.0, 8.0], [2.0, 6.0]], [[3.0, 7.0], [4.0, 8.0], [8.0, 4.0]], [[8.0, 1.0], [4.0, 8.0], [6.0, 4.0]]]",negative,treatment
47,"(0.75, 0.0625, 0.1875)","(0.6875, 0.125, 0.1875)","[[[6.0, 4.0], [4.0, 1.0], [8.0, 3.0]], [[3.0, 9.0], [1.0, 8.0], [5.0, 5.0]], [[4.0, 4.0], [8.0, 2.0], [3.0, 4.0]]]","[[[4.0, 6.0], [9.0, 3.0], [4.0, 4.0]], [[1.0, 4.0], [8.0, 1.0], [2.0, 8.0]], [[3.0, 8.0], [5.0, 5.0], [4.0, 3.0]]]",negative,treatment
48,"(0.875, 0.0625, 0.0625)","(0.3125, 0.0625, 0.625)","[[[7.0, 6.0], [3.0, 4.0], [6.0, 7.0]], [[5.0, 7.0], [2.0, 9.0], [8.0, 7.0]], [[5.0, 8.0], [9.0, 1.0], [9.0, 2.0]]]","[[[6.0, 7.0], [7.0, 5.0], [8.0, 5.0]], [[4.0, 3.0], [9.0, 2.0], [1.0, 9.0]], [[7.0, 6.0], [7.0, 8.0], [2.0, 9.0]]]",negative,treatment
49,"(0.375, 0.25, 0.375)","(0.375, 0.1875, 0.4375)","[[[4, 4], [9, 1], [1, 3]], [[1, 9], [8, 8], [1, 8]], [[3, 1], [8, 1], [3, 3]]]","[[[4, 4], [9, 1], [1, 3]], [[1, 9], [8, 8], [1, 8]], [[3, 1], [8, 1], [3, 3]]]",negative,comparison
50,"(0.3125, 0.375, 0.3125)","(0.125, 0.25, 0.625)","[[[8.0, 3.0], [2.0, 3.0], [4.0, 8.0]], [[5.0, 9.0], [5.0, 3.0], [8.0, 1.0]], [[8.0, 1.0], [7.0, 4.0], [6.0, 4.0]]]","[[[3.0, 8.0], [9.0, 5.0], [1.0, 8.0]], [[3.0, 2.0], [3.0, 5.0], [4.0, 7.0]], [[8.0, 4.0], [1.0, 8.0], [4.0, 6.0]]]",negative,treatment
